Row_ID,Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Location_ID,Shipping_ID,Sales,Quantity,Discount,Profit,Actual_Fulfillment_Days,Shipping_Cost_Per_Unit,Shipping_Cost,Unit_Cost,Net_Profit,Net_Profit_Margin
1704,CA-2014-139857,2014-02-02,2014-02-06,CD-12790,OFF-FA-10001843,LOC-0089,STD_W,12.35,5,0.0,5.8045,4,2.5,12.5,1.3091,-6.6955,-54.21457489878543
1705,CA-2016-106306,2016-03-08,2016-03-08,PG-18820,OFF-BI-10003676,LOC-0276,SD_W,9.702,3,0.7,-7.1148,0,10.5,31.5,5.6056,-38.6148,-398.0086580086581
1706,CA-2015-100545,2015-11-22,2015-11-26,IM-15070,OFF-BI-10003638,LOC-0075,STD_E,11.61,2,0.7,-9.288,4,1.5,3.0,10.449,-12.288,-105.83979328165375
1707,CA-2017-123491,2017-10-30,2017-11-05,JK-15205,OFF-LA-10003077,LOC-0035,STD_W,43.86,6,0.0,20.6142,6,2.5,15.0,3.8743,5.6142,12.800273597811218
1708,CA-2017-123491,2017-10-30,2017-11-05,JK-15205,TEC-PH-10003505,LOC-0035,STD_W,148.48,2,0.2,16.704,6,3.75,7.5,65.88799999999999,9.204,6.198814655172415
1709,CA-2017-123491,2017-10-30,2017-11-05,JK-15205,OFF-PA-10003424,LOC-0035,STD_W,7.42,2,0.0,3.71,6,2.5,5.0,1.855,-1.29,-17.38544474393531
1710,CA-2017-123491,2017-10-30,2017-11-05,JK-15205,FUR-CH-10003061,LOC-0035,STD_W,71.992,1,0.2,-0.8999,6,7.5,7.5,72.8919,-8.3999,-11.667824202689188
1711,CA-2017-123491,2017-10-30,2017-11-05,JK-15205,OFF-AR-10003514,LOC-0035,STD_W,19.9,5,0.0,6.567,6,2.5,12.5,2.6666,-5.933,-29.814070351758797
1712,CA-2017-123491,2017-10-30,2017-11-05,JK-15205,OFF-AP-10002684,LOC-0035,STD_W,1702.12,14,0.0,510.636,6,3.75,52.5,85.106,458.136,26.915611120250045
1713,CA-2015-145401,2015-01-30,2015-02-04,JP-15520,OFF-PA-10004405,LOC-0033,STD_C,14.304,6,0.2,5.0064,5,1.2,7.199999999999999,1.5495999999999999,-2.193599999999999,-15.33557046979865
1714,US-2017-124968,2017-09-08,2017-09-13,MM-18055,FUR-TA-10004289,LOC-0027,SC_C,765.625,7,0.5,-566.5625,5,7.5,52.5,190.3125,-619.0625,-80.85714285714286
1715,CA-2017-104003,2017-10-07,2017-10-13,DC-13285,FUR-BO-10003965,LOC-0095,STD_W,307.666,2,0.15,-14.4784,6,7.5,15.0,161.0722,-29.4784,-9.581299201081693
1716,CA-2016-154788,2016-04-30,2016-05-04,JL-15835,OFF-BI-10003314,LOC-0165,STD_E,7.712,2,0.2,2.7956,4,1.5,3.0,2.4581999999999997,-0.20440000000000014,-2.6504149377593382
1717,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,OFF-AP-10001563,LOC-0165,STD_E,242.9,5,0.0,70.441,5,2.25,11.25,34.4918,59.191,24.3684643886373
1718,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,OFF-ST-10004123,LOC-0165,STD_E,454.9,5,0.0,0.0,5,2.25,11.25,90.97999999999999,-11.25,-2.4730710046163993
1719,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,FUR-FU-10002088,LOC-0165,STD_E,35.92,4,0.0,15.0864,5,2.25,9.0,5.208400000000001,6.086399999999999,16.944320712694875
1720,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,FUR-FU-10000010,LOC-0165,STD_E,39.76,8,0.0,12.3256,5,2.25,18.0,3.4292999999999996,-5.6744,-14.271629778672034
1721,CA-2016-169943,2016-05-19,2016-05-24,BN-11515,OFF-BI-10002824,LOC-0165,STD_E,47.744,4,0.2,14.92,5,1.5,6.0,8.206,8.92,18.682975871313673
1722,US-2015-123218,2015-12-20,2015-12-25,KD-16345,TEC-PH-10001061,LOC-0037,STD_C,159.984,2,0.2,11.9988,5,1.7999999999999998,3.5999999999999996,73.99260000000001,8.3988,5.24977497749775
1723,US-2015-123218,2015-12-20,2015-12-25,KD-16345,TEC-AC-10000736,LOC-0037,STD_C,255.968,4,0.2,51.1936,5,1.2,4.8,51.193599999999996,46.393600000000006,18.124765595699465
1724,US-2015-123218,2015-12-20,2015-12-25,KD-16345,FUR-BO-10003966,LOC-0037,STD_C,359.058,3,0.3,-71.8116,5,3.5999999999999996,10.799999999999999,143.6232,-82.6116,-23.007870594722856
1725,CA-2015-127453,2015-12-19,2015-12-20,JK-15370,OFF-AP-10000828,LOC-0106,FC_E,434.352,3,0.2,43.4352,1,7.5,22.5,130.3056,20.935200000000002,4.819869598850703
1726,CA-2015-127453,2015-12-19,2015-12-20,JK-15370,OFF-AP-10002906,LOC-0106,FC_E,3.552,2,0.2,0.444,1,7.5,15.0,1.554,-14.556,-409.7972972972973
1727,CA-2015-127453,2015-12-19,2015-12-20,JK-15370,OFF-AP-10003860,LOC-0106,FC_E,88.832,4,0.2,7.7728,1,7.5,30.0,20.264799999999997,-22.2272,-25.021613832853028
1728,US-2017-164056,2017-04-29,2017-05-04,FM-14215,FUR-TA-10001307,LOC-0083,SC_E,1048.35,5,0.4,-69.89,5,9.0,45.0,223.648,-114.89,-10.95912624600563
1729,CA-2016-106894,2016-02-07,2016-02-07,CA-12265,TEC-AC-10003063,LOC-0029,SD_S,100.0,4,0.0,21.0,0,7.0,28.0,19.75,-7.0,-7.000000000000001
1730,CA-2016-106894,2016-02-07,2016-02-07,CA-12265,OFF-LA-10001045,LOC-0029,SD_S,7.83,3,0.0,3.6018,0,7.0,21.0,1.4094,-17.3982,-222.1992337164751
1731,CA-2014-125136,2014-09-28,2014-10-03,KD-16495,OFF-PA-10001457,LOC-0306,STD_S,96.256,8,0.2,31.2832,5,1.0,8.0,8.1216,23.2832,24.18882978723404
1732,CA-2014-125136,2014-09-28,2014-10-03,KD-16495,OFF-PA-10001804,LOC-0306,STD_S,10.688,2,0.2,3.7408,5,1.0,2.0,3.4736000000000002,1.7408000000000001,16.2874251497006
1733,US-2016-131149,2016-07-10,2016-07-14,LH-17155,OFF-ST-10000689,LOC-0177,STD_C,338.04,3,0.2,-33.804,4,1.7999999999999998,5.3999999999999995,123.94800000000002,-39.204,-11.597444089456868
1734,US-2016-131149,2016-07-10,2016-07-14,LH-17155,OFF-AR-10002135,LOC-0177,STD_C,154.24,4,0.2,17.352,4,1.2,4.8,34.222,12.552,8.137966804979252
1735,CA-2017-101483,2017-07-29,2017-08-01,AG-10675,OFF-AP-10002082,LOC-0223,SC_S,34.848,2,0.2,6.534,3,3.3000000000000003,6.6000000000000005,14.157,-0.06600000000000072,-0.18939393939394147
1736,CA-2017-101483,2017-07-29,2017-08-01,AG-10675,TEC-PH-10003442,LOC-0223,SC_S,22.0,5,0.2,1.375,3,3.3000000000000003,16.5,4.125,-15.125,-68.75
1737,CA-2017-101483,2017-07-29,2017-08-01,AG-10675,OFF-AR-10002833,LOC-0223,SC_S,4.368,3,0.2,0.3822,3,2.2,6.6000000000000005,1.3286,-6.2178,-142.3489010989011
1738,CA-2015-130204,2015-09-03,2015-09-09,DB-13120,OFF-ST-10001325,LOC-0035,STD_W,31.44,3,0.0,8.4888,6,3.75,11.25,7.6504,-2.7612000000000005,-8.782442748091604
1739,CA-2015-130204,2015-09-03,2015-09-09,DB-13120,TEC-AC-10003038,LOC-0035,STD_W,17.9,2,0.0,3.401,6,2.5,5.0,7.249499999999999,-1.5990000000000002,-8.932960893854752
1740,CA-2015-130204,2015-09-03,2015-09-09,DB-13120,TEC-AC-10003590,LOC-0035,STD_W,129.45,5,0.0,46.602,6,2.5,12.5,16.569599999999998,34.102,26.343762070297412
1741,CA-2014-110527,2014-08-09,2014-08-16,ED-13885,OFF-LA-10000262,LOC-0089,STD_W,20.88,8,0.0,9.6048,7,2.5,20.0,1.4094,-10.3952,-49.78544061302683
1742,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,OFF-PA-10004355,LOC-0012,STD_E,20.736,4,0.2,7.2576,4,1.5,6.0,3.3696,1.2576,6.064814814814815
1743,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,FUR-FU-10004415,LOC-0012,STD_E,7.168,2,0.2,0.9856,4,2.25,4.5,3.0912,-3.5144,-49.02901785714286
1744,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,OFF-ST-10002486,LOC-0012,STD_E,11.168,2,0.2,-2.5128,4,2.25,4.5,6.8404,-7.0128,-62.79369627507164
1745,CA-2017-152807,2017-10-30,2017-11-03,MC-18100,TEC-AC-10001142,LOC-0012,STD_E,442.4,7,0.2,-55.3,4,1.5,10.5,71.1,-65.8,-14.873417721518987
1746,CA-2014-133270,2014-06-06,2014-06-09,BM-11785,OFF-AR-10002656,LOC-0145,FC_E,13.36,2,0.0,4.9432,3,5.0,10.0,4.208399999999999,-5.0568,-37.85029940119761
1747,CA-2016-155670,2016-08-13,2016-08-17,EM-14065,OFF-BI-10000138,LOC-0223,SC_S,11.232,8,0.7,-8.2368,4,2.2,17.6,2.4336,-25.836800000000004,-230.0284900284901
1748,CA-2016-155670,2016-08-13,2016-08-17,EM-14065,OFF-PA-10004947,LOC-0223,SC_S,10.272,3,0.2,3.21,4,2.2,6.6000000000000005,2.354,-3.3900000000000006,-33.002336448598136
1749,US-2014-157406,2014-04-25,2014-04-29,DA-13450,OFF-PA-10003543,LOC-0015,STD_C,10.368,2,0.2,3.6288,4,1.2,2.4,3.3696,1.2288000000000001,11.851851851851853
1750,US-2014-157406,2014-04-25,2014-04-29,DA-13450,OFF-AR-10002221,LOC-0015,STD_C,6.24,3,0.2,0.546,4,1.2,3.5999999999999996,1.898,-3.0539999999999994,-48.94230769230768
1751,CA-2015-139094,2015-11-22,2015-11-27,MO-17800,FUR-TA-10004607,LOC-0066,STD_C,206.962,2,0.3,-32.5226,5,3.5999999999999996,7.199999999999999,119.7423,-39.7226,-19.19318522240798
1752,CA-2017-168837,2017-10-14,2017-10-17,JW-15955,FUR-FU-10001918,LOC-0233,FC_W,9.46,2,0.0,3.6894,3,9.75,19.5,2.8853000000000004,-15.8106,-167.13107822410146
1753,CA-2017-116715,2017-12-02,2017-12-05,VW-21775,OFF-ST-10004340,LOC-0035,FC_W,559.62,9,0.0,151.0974,3,9.75,87.75,45.391400000000004,63.34739999999999,11.319716950788033
1754,CA-2017-116715,2017-12-02,2017-12-05,VW-21775,OFF-PA-10004475,LOC-0035,FC_W,109.92,2,0.0,53.8608,3,6.5,13.0,28.029600000000002,40.8608,37.17321688500728
1755,CA-2017-116715,2017-12-02,2017-12-05,VW-21775,OFF-PA-10003893,LOC-0035,FC_W,8.56,2,0.0,3.852,3,6.5,13.0,2.354,-9.148,-106.86915887850465
1756,CA-2015-135622,2015-12-08,2015-12-11,TT-21460,OFF-PA-10000100,LOC-0007,SC_C,360.712,11,0.2,130.7581,3,2.5,27.5,20.904899999999998,103.25810000000001,28.62618931446695
1757,CA-2015-135622,2015-12-08,2015-12-11,TT-21460,TEC-PH-10001817,LOC-0007,SC_C,1718.4,6,0.2,150.36,3,3.75,22.5,261.34,127.86000000000001,7.440642458100559
1758,US-2015-107349,2015-07-13,2015-07-15,SL-20155,OFF-BI-10001765,LOC-0015,FC_C,41.568,6,0.8,-66.5088,2,4.5,27.0,18.0128,-93.5088,-224.9538106235566
1759,CA-2014-139017,2014-05-11,2014-05-17,RM-19375,TEC-AC-10001013,LOC-0015,STD_C,46.864,2,0.2,7.6154,6,1.2,2.4,19.624299999999998,5.215400000000001,11.128798224650053
1760,CA-2014-141817,2014-01-05,2014-01-12,MB-18085,OFF-AR-10003478,LOC-0106,STD_E,19.536,3,0.2,4.884,7,1.5,4.5,4.884,0.38400000000000034,1.9656019656019672
1761,CA-2015-130785,2015-09-05,2015-09-09,AG-10900,FUR-BO-10000330,LOC-0189,STD_W,411.332,4,0.15,-4.8392,4,7.5,30.0,104.0428,-34.8392,-8.469849172930868
1762,CA-2015-130785,2015-09-05,2015-09-09,AG-10900,OFF-BI-10001900,LOC-0189,STD_W,28.752,6,0.2,9.7038,4,2.5,15.0,3.1747,-5.296200000000001,-18.42028380634391
1763,CA-2015-130785,2015-09-05,2015-09-09,AG-10900,FUR-BO-10003159,LOC-0189,STD_W,293.199,3,0.15,-20.6964,4,7.5,22.5,104.6318,-43.1964,-14.73279240379401
1764,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,OFF-SU-10002573,LOC-0303,STD_S,35.06,2,0.0,10.518,4,1.0,2.0,12.271,8.518,24.295493439817456
1765,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,OFF-LA-10004484,LOC-0303,STD_S,4.13,1,0.0,1.8998,4,1.0,1.0,2.2302,0.8997999999999999,21.786924939467312
1766,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,FUR-FU-10001591,LOC-0303,STD_S,109.8,9,0.0,46.116,4,1.5,13.5,7.076,32.616,29.704918032786885
1767,CA-2016-110254,2016-08-04,2016-08-08,ML-17755,OFF-LA-10002034,LOC-0303,STD_S,9.82,2,0.0,4.8118,4,1.0,2.0,2.5041,2.8118,28.633401221995925
1768,US-2014-158057,2014-03-22,2014-03-26,CC-12685,OFF-BI-10004410,LOC-0307,STD_S,7.644,4,0.7,-5.8604,4,1.0,4.0,3.3761,-9.8604,-128.99529042386186
1769,US-2014-158057,2014-03-22,2014-03-26,CC-12685,OFF-BI-10002735,LOC-0307,STD_S,51.465,5,0.7,-39.4565,4,1.0,5.0,18.1843,-44.4565,-86.38200718935197
1770,CA-2017-146024,2017-03-02,2017-03-08,SC-20770,OFF-SU-10001935,LOC-0177,STD_C,6.976,4,0.2,-1.3952,6,1.2,4.8,2.0928,-6.1952,-88.80733944954127
1771,CA-2017-146024,2017-03-02,2017-03-08,SC-20770,OFF-BI-10003291,LOC-0177,STD_C,12.222,7,0.8,-20.1663,6,1.2,8.4,4.6269,-28.5663,-233.72852233676977
1772,CA-2016-129686,2016-11-27,2016-11-29,GG-14650,OFF-ST-10004337,LOC-0037,SC_C,97.984,2,0.2,-24.496,2,3.75,7.5,61.239999999999995,-31.996,-32.65431090790333
1773,CA-2016-129686,2016-11-27,2016-11-29,GG-14650,TEC-AC-10001266,LOC-0037,SC_C,62.4,6,0.2,19.5,2,2.5,15.0,7.1499999999999995,4.5,7.211538461538463
1774,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,OFF-BI-10001628,LOC-0308,STD_E,20.86,2,0.0,9.387,5,1.5,3.0,5.7364999999999995,6.3870000000000005,30.618408437200383
1775,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,OFF-ST-10000877,LOC-0308,STD_E,497.61,9,0.0,129.3786,5,2.25,20.25,40.9146,109.1286,21.93054801953337
1776,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,OFF-AR-10004752,LOC-0308,STD_E,5.34,2,0.0,1.4952,5,1.5,3.0,1.9223999999999999,-1.5048,-28.179775280898877
1777,CA-2014-118976,2014-04-28,2014-05-03,MY-18295,OFF-LA-10000452,LOC-0308,STD_E,3.15,1,0.0,1.512,5,1.5,1.5,1.638,0.01200000000000001,0.3809523809523813
1778,CA-2015-105347,2015-11-24,2015-11-28,DP-13000,OFF-PA-10000675,LOC-0026,STD_W,368.91,9,0.0,180.7659,4,2.5,22.5,20.904900000000005,158.2659,42.90095145157355
1779,CA-2015-105347,2015-11-24,2015-11-28,DP-13000,OFF-AR-10003045,LOC-0026,STD_W,14.7,5,0.0,6.615,4,2.5,12.5,1.6169999999999998,-5.885,-40.034013605442176
1780,CA-2016-124667,2016-11-11,2016-11-16,BD-11770,TEC-AC-10003447,LOC-0165,STD_E,59.97,3,0.0,14.9925,5,1.5,4.5,14.9925,10.4925,17.49624812406203
1781,CA-2016-124667,2016-11-11,2016-11-16,BD-11770,OFF-ST-10002276,LOC-0165,STD_E,83.36,1,0.0,20.84,5,2.25,2.25,62.519999999999996,18.59,22.300863723608444
1782,CA-2015-111094,2015-07-09,2015-07-13,CB-12535,OFF-PA-10001609,LOC-0118,STD_E,6.58,2,0.0,3.0268,4,1.5,3.0,1.7766,0.026800000000000157,0.40729483282675005
1783,CA-2015-111094,2015-07-09,2015-07-13,CB-12535,OFF-BI-10001597,LOC-0118,STD_E,122.94,3,0.0,59.0112,4,1.5,4.5,21.3096,54.5112,44.33967789165447
1784,CA-2017-166317,2017-09-22,2017-09-26,JE-15610,OFF-PA-10004475,LOC-0202,STD_C,219.84,4,0.0,107.7216,4,1.2,4.8,28.029600000000002,102.9216,46.81659388646288
1785,CA-2017-166317,2017-09-22,2017-09-26,JE-15610,TEC-AC-10004510,LOC-0202,STD_C,98.16,6,0.0,9.816,4,1.2,7.199999999999999,14.723999999999998,2.6160000000000014,2.665036674816627
1786,CA-2017-166317,2017-09-22,2017-09-26,JE-15610,OFF-BI-10002976,LOC-0202,STD_C,33.04,8,0.0,15.5288,4,1.2,9.6,2.1889,5.928800000000001,17.944309927360777
1787,CA-2017-166317,2017-09-22,2017-09-26,JE-15610,TEC-PH-10001615,LOC-0202,STD_C,86.97,3,0.0,25.2213,4,1.7999999999999998,5.3999999999999995,20.5829,19.8213,22.790962400827873
1788,CA-2015-154326,2015-02-15,2015-02-19,RP-19855,TEC-PH-10001819,LOC-0309,STD_C,134.97,3,0.0,64.7856,4,1.7999999999999998,5.3999999999999995,23.3948,59.385600000000004,43.99911091353634
1789,CA-2015-154326,2015-02-15,2015-02-19,RP-19855,TEC-PH-10000560,LOC-0309,STD_C,699.98,2,0.0,195.9944,4,1.7999999999999998,3.5999999999999996,251.9928,192.39440000000002,27.4856995914169
1790,CA-2015-154326,2015-02-15,2015-02-19,RP-19855,TEC-AC-10004568,LOC-0309,STD_C,139.95,5,0.0,26.5905,4,1.2,6.0,22.6719,20.5905,14.712754555198284
1791,CA-2014-102008,2014-09-30,2014-10-04,RA-19915,OFF-PA-10004092,LOC-0165,STD_E,48.94,1,0.0,24.47,4,1.5,1.5,24.47,22.97,46.935022476501835
1792,CA-2014-120474,2014-12-01,2014-12-03,RP-19390,FUR-CH-10001854,LOC-0008,FC_C,2807.84,8,0.0,673.8816,2,13.5,108.0,266.7448,565.8816,20.153626987292725
1793,CA-2014-120474,2014-12-01,2014-12-03,RP-19390,OFF-AR-10000475,LOC-0008,FC_C,46.64,4,0.0,12.5928,2,4.5,18.0,8.511800000000001,-5.4072,-11.593481989708405
1794,CA-2014-104773,2014-12-08,2014-12-13,TB-21175,OFF-ST-10000777,LOC-0017,STD_C,60.416,2,0.2,6.0416,5,1.7999999999999998,3.5999999999999996,27.187199999999997,2.4416,4.041313559322035
1795,CA-2016-140774,2016-09-05,2016-09-10,BE-11455,OFF-AR-10004022,LOC-0310,STD_C,107.94,3,0.0,26.985,5,1.2,3.5999999999999996,26.985,23.384999999999998,21.66481378543635
1796,US-2017-139465,2017-08-27,2017-08-30,MR-17545,OFF-ST-10002352,LOC-0024,FC_E,63.84,8,0.0,16.5984,3,7.5,60.0,5.905200000000001,-43.4016,-67.98496240601504
1797,US-2017-139465,2017-08-27,2017-08-30,MR-17545,TEC-PH-10000455,LOC-0024,FC_E,347.97,3,0.0,100.9113,3,7.5,22.5,82.35290000000002,78.4113,22.53392533839124
1798,US-2017-139465,2017-08-27,2017-08-30,MR-17545,OFF-BI-10003910,LOC-0024,FC_E,37.008,6,0.2,11.565,3,5.0,30.0,4.240500000000001,-18.435000000000002,-49.813553826199744
1799,CA-2016-100965,2016-07-07,2016-07-11,RM-19375,FUR-FU-10003039,LOC-0059,STD_W,215.65,5,0.0,73.321,4,3.75,18.75,28.4658,54.571,25.305355900765125
1800,CA-2016-121034,2016-08-08,2016-08-10,JF-15565,OFF-FA-10000585,LOC-0177,SC_C,11.168,4,0.2,3.6296,2,2.5,10.0,1.8845999999999998,-6.3704,-57.041547277936964
1801,CA-2016-121034,2016-08-08,2016-08-10,JF-15565,OFF-PA-10001994,LOC-0177,SC_C,53.952,3,0.2,17.5344,2,2.5,7.5,12.139199999999997,10.034400000000002,18.59875444839858
1802,CA-2016-149461,2016-11-13,2016-11-19,AS-10135,FUR-FU-10004270,LOC-0311,STD_W,4.18,1,0.0,1.5048,6,3.75,3.75,2.6752,-2.2452,-53.71291866028709
1803,CA-2017-158379,2017-09-22,2017-09-26,JA-15970,OFF-BI-10002498,LOC-0064,SC_E,5.607,1,0.7,-4.2987,4,3.0,3.0,9.9057,-7.2987,-130.171214553237
1804,CA-2017-158379,2017-09-22,2017-09-26,JA-15970,OFF-SU-10002881,LOC-0064,SC_E,4663.736,7,0.2,-1049.3406,4,3.0,21.0,816.1538,-1070.3406,-22.950282777584324
1805,CA-2017-158379,2017-09-22,2017-09-26,JA-15970,TEC-AC-10002926,LOC-0064,SC_E,79.984,2,0.2,22.9954,4,3.0,6.0,28.494299999999996,16.9954,21.24849969993999
1806,US-2016-116729,2016-12-25,2016-12-28,GK-14620,TEC-PH-10002200,LOC-0014,FC_W,2575.944,7,0.2,257.5944,3,9.75,68.25,331.1928,189.3444,7.350485880127828
1807,US-2016-116729,2016-12-25,2016-12-28,GK-14620,OFF-PA-10002005,LOC-0014,FC_W,45.36,7,0.0,21.7728,3,6.5,45.5,3.3695999999999997,-23.7272,-52.308641975308646
1808,US-2016-116729,2016-12-25,2016-12-28,GK-14620,TEC-AC-10001465,LOC-0014,FC_W,254.24,7,0.0,76.272,3,6.5,45.5,25.424000000000003,30.772000000000006,12.10352422907489
1809,CA-2016-164938,2016-02-11,2016-02-13,PB-19210,TEC-PH-10004897,LOC-0312,FC_C,69.93,7,0.0,0.6993,2,6.75,47.25,9.890100000000002,-46.5507,-66.56756756756756
1810,CA-2016-165484,2016-10-23,2016-10-29,HK-14890,FUR-FU-10001196,LOC-0027,STD_C,16.156,7,0.6,-12.117,6,1.7999999999999998,12.599999999999998,4.039,-24.717,-152.9896013864818
1811,CA-2016-165484,2016-10-23,2016-10-29,HK-14890,OFF-PA-10000595,LOC-0027,STD_C,54.816,3,0.2,17.8152,6,1.2,3.5999999999999996,12.333599999999999,14.215200000000001,25.93257443082312
1812,CA-2014-132612,2014-06-09,2014-06-11,FO-14305,FUR-TA-10004534,LOC-0245,SC_S,1441.3,7,0.0,245.021,2,6.6000000000000005,46.2,170.897,198.82099999999997,13.794560466245748
1813,US-2017-161193,2017-11-20,2017-11-26,BT-11680,FUR-FU-10001861,LOC-0056,STD_E,77.6,5,0.2,28.13,6,2.25,11.25,9.894,16.88,21.75257731958763
1814,US-2017-161193,2017-11-20,2017-11-26,BT-11680,FUR-FU-10000206,LOC-0056,STD_E,4.656,2,0.2,1.5714,6,2.25,4.5,1.5423,-2.9286000000000003,-62.89948453608248
1815,CA-2015-131597,2015-09-14,2015-09-18,SP-20620,FUR-TA-10002607,LOC-0063,STD_W,170.136,3,0.2,-8.5068,4,7.5,22.5,59.547599999999996,-31.0068,-18.224714346170124
1816,CA-2015-164833,2015-06-04,2015-06-04,LL-16840,OFF-LA-10000443,LOC-0060,SD_W,7.38,2,0.0,3.4686,0,10.5,21.0,1.9557,-17.5314,-237.55284552845532
1817,CA-2015-164833,2015-06-04,2015-06-04,LL-16840,OFF-AR-10004685,LOC-0060,SD_W,9.26,2,0.0,3.0558,0,10.5,21.0,3.1021,-17.9442,-193.78185745140388
1818,CA-2015-125423,2015-12-13,2015-12-15,MC-17575,OFF-LA-10001771,LOC-0002,SC_W,9.96,2,0.0,4.5816,2,4.0,8.0,2.6892000000000005,-3.4184,-34.321285140562246
1819,US-2014-130379,2014-05-25,2014-05-29,JL-15235,OFF-AP-10001394,LOC-0037,STD_C,75.6,2,0.8,-166.32,4,1.7999999999999998,3.5999999999999996,120.96,-169.92,-224.76190476190476
1820,US-2014-130379,2014-05-25,2014-05-29,JL-15235,FUR-FU-10002553,LOC-0037,STD_C,29.32,2,0.6,-24.189,4,1.7999999999999998,3.5999999999999996,26.7545,-27.789,-94.77830832196453
1821,CA-2016-168956,2016-02-16,2016-02-20,EA-14035,OFF-AP-10004233,LOC-0037,STD_C,92.064,6,0.8,-225.5568,4,1.7999999999999998,10.799999999999999,52.936800000000005,-236.35680000000002,-256.7309697601669
1822,CA-2016-168956,2016-02-16,2016-02-20,EA-14035,OFF-FA-10000304,LOC-0037,STD_C,6.976,4,0.2,1.8312,4,1.2,4.8,1.2862,-2.9688,-42.55733944954128
1823,CA-2016-168956,2016-02-16,2016-02-20,EA-14035,FUR-CH-10004754,LOC-0037,STD_C,62.958,3,0.3,-2.6982,4,3.5999999999999996,10.799999999999999,21.8854,-13.498199999999999,-21.440007624130374
1824,CA-2016-168956,2016-02-16,2016-02-20,EA-14035,OFF-PA-10000809,LOC-0037,STD_C,5.184,1,0.2,1.8144,4,1.2,1.2,3.3696,0.6144000000000001,11.851851851851853
1825,CA-2016-167507,2016-12-22,2016-12-28,SA-20830,OFF-BI-10003694,LOC-0313,STD_W,31.32,10,0.7,-25.056,6,2.5,25.0,5.637600000000001,-50.056,-159.82120051085568
1826,CA-2016-167507,2016-12-22,2016-12-28,SA-20830,FUR-FU-10001935,LOC-0313,STD_W,11.84,4,0.2,3.108,6,3.75,15.0,2.183,-11.892,-100.4391891891892
1827,CA-2016-167507,2016-12-22,2016-12-28,SA-20830,FUR-FU-10002878,LOC-0313,STD_W,22.784,1,0.2,4.8416,6,3.75,3.75,17.9424,1.0915999999999997,4.791081460674156
1828,CA-2016-109344,2016-02-08,2016-02-11,CH-12070,TEC-PH-10002624,LOC-0314,SC_S,1127.976,3,0.2,126.8973,3,3.3000000000000003,9.9,333.69290000000007,116.9973,10.372321751526627
1829,US-2015-140851,2015-07-13,2015-07-15,ND-18460,OFF-PA-10000019,LOC-0257,SC_S,38.88,6,0.0,18.6624,2,2.2,13.200000000000001,3.3696,5.462400000000001,14.049382716049383
1830,CA-2014-103373,2014-05-18,2014-05-24,BS-11755,TEC-PH-10002885,LOC-0178,STD_E,779.796,2,0.4,-168.9558,6,2.25,4.5,474.3759,-173.4558,-22.243740670636935
1831,CA-2017-145884,2017-10-21,2017-10-21,SL-20155,TEC-PH-10000895,LOC-0315,SD_C,1439.92,8,0.0,374.3792,0,11.25,90.0,133.1926,284.3792,19.749652758486583
1832,CA-2017-145884,2017-10-21,2017-10-21,SL-20155,FUR-TA-10002356,LOC-0315,SD_C,262.11,1,0.0,62.9064,0,22.5,22.5,199.20360000000002,40.4064,15.415817786425546
1833,CA-2015-131422,2015-11-05,2015-11-09,GB-14530,FUR-CH-10001270,LOC-0234,STD_S,207.0,3,0.2,25.875,4,3.0,9.0,60.375,16.875,8.152173913043478
1834,CA-2017-162691,2017-08-01,2017-08-07,AS-10045,TEC-MA-10000488,LOC-0111,STD_C,1439.982,3,0.4,-263.9967,6,3.5999999999999996,10.799999999999999,567.9929,-274.7967,-19.08334270845052
1835,CA-2017-162691,2017-08-01,2017-08-07,AS-10045,OFF-PA-10003729,LOC-0111,STD_C,36.288,7,0.2,12.7008,6,1.2,8.4,3.3695999999999993,4.300799999999999,11.85185185185185
1836,CA-2014-141278,2014-06-21,2014-06-24,RM-19375,OFF-AR-10003056,LOC-0316,FC_E,21.4,5,0.0,6.206,3,5.0,25.0,3.0387999999999997,-18.794,-87.82242990654207
1837,CA-2017-122693,2017-02-19,2017-02-21,NH-18610,OFF-AP-10002518,LOC-0236,SC_S,1245.86,7,0.0,361.2994,2,3.3000000000000003,23.1,126.3658,338.19939999999997,27.145859085290482
1838,CA-2014-117345,2014-08-01,2014-08-05,BF-10975,OFF-LA-10000240,LOC-0044,STD_S,17.544,3,0.2,5.9211,4,1.0,3.0,3.8743000000000003,2.9211,16.65013679890561
